condition,rxn,p,smiles_am,broken_each_reactant_list,formed_each_product_list,all_bond_changed,inner_broken,inner_formed,outer_broken,outer_formed
c1,C1=NCCc2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>c1ccc2c(c1)CCN1N=C3c4ccccc4CCN3N=C21,c1ccc2c(c1)CCN1N=C3c4ccccc4CCN3N=C21,[NH2:11][O:23][P:24]([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)([c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)=[O:37].[NH2:21][O:38][P:39]([c:40]1[cH:41][cH:42][cH:43][cH:44][cH:45]1)([c:46]1[cH:47][cH:48][cH:49][cH:50][cH:51]1)=[O:52].[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH2:7][CH2:8][N:9]=[CH:10]2.[cH:12]1[cH:13][cH:14][c:15]2[c:16]([cH:17]1)[CH2:18][CH2:19][N:20]=[CH:22]2>>[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH2:7][CH2:8][N:9]1[C:10]2=[N:11][N:20]2[CH2:19][CH2:18][c:16]3[c:15]([cH:14][cH:13][cH:12][cH:17]3)[C:22]2=[N:21]1,"[['N:11 - H', 'N:11 - O:23'], ['N:21 - O:38', 'N:21 - H'], ['C:10 - H'], ['C:22 - H']]","[['C:10 = N:11', 'C:22 = N:21', 'N:9 - N:21', 'N:11 - N:20']]","['C:10 = N:9 -> C:10 - N:9', 'C:22 = N:20 -> C:22 - N:20']","[(0, '[#7:2]', 'N:11 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]'), (1, '[#7:2]', 'N:21 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]'), (2, '[#7]1=[#6:2][#6][#6][#6][#6]1', 'C:10 - H', 'C', 'SINGLE', 'H', '[#7]1=[#6][#6][#6][#6][#6]1', '[H]'), (3, '[#7]1=[#6:2][#6][#6][#6][#6]1', 'C:22 - H', 'C', 'SINGLE', 'H', '[#7]1=[#6][#6][#6][#6][#6]1', '[H]')]","[(0, '[#7][#7&X2:1]=[#6&X3:2]', 'C:10 = N:11', 'C', 'DOUBLE', 'N'), (0, '[#7][#7&X2:1]=[#6&X3:2]', 'C:22 = N:21', 'C', 'DOUBLE', 'N'), (0, '[#7:1][#7&X2:2]=[#6&X3]', 'N:9 - N:21', 'N', 'SINGLE', 'N'), (0, '[#7:1][#7&X2:2]=[#6&X3]', 'N:11 - N:20', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:23', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:21 - O:38', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#7][#6]([#6]1[#6][#6][#6][#6]2)=[#7]', 'C:10 = N:11', 'C', 'DOUBLE', 'N', '[#6]1([#6][#6][#7][#6]2)[#6]2[#6][#6][#6][#6]1', '[#7]'), (0, '[#6]12[#6][#6][#7][#6]([#6]1[#6][#6][#6][#6]2)=[#7]', 'C:22 = N:21', 'C', 'DOUBLE', 'N', '[#6]1([#6][#6][#7][#6]2)[#6]2[#6][#6][#6][#6]1', '[#7]'), (0, '[#6]12[#6][#6][#7]([#6][#6]1[#6][#6][#6][#6]2)-[#7]', 'N:9 - N:21', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#7][#6]2)[#6]2[#6][#6][#6][#6]1', '[#7]'), (0, '[#6]12[#6][#6][#7]([#6][#6]1[#6][#6][#6][#6]2)-[#7]', 'N:11 - N:20', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#7][#6]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c1,NOP(=O)(c1ccccc1)c1ccccc1.c1cnc2[nH]ccc2c1>>N[n+]1cccc2cc[nH]c21,N[n+]1cccc2cc[nH]c21,[NH2:1][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[n:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][nH:9][c:10]12>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][nH:9][c:10]12,"[['N:1 - O:13'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c1,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(Cn2ccnc2)cc1>>N[n+]1ccn(Cc2ccccc2)c1,N[n+]1ccn(Cc2ccccc2)c1,[NH2:1][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[n:2]1[cH:3][cH:4][n:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13]1>>[NH2:1][n+:2]1[cH:3][cH:4][n:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13]1,"[['N:1 - O:16'], None]",[['N:1 - N:2']],[],[],[],"[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c1,NOP(=O)(c1ccccc1)c1ccccc1.c1cc(N2CCCCC2)ccn1>>N[n+]1ccc(N2CCCCC2)cc1,N[n+]1ccc(N2CCCCC2)cc1,[NH2:1][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[n:2]1[cH:3][cH:4][c:5]([N:6]2[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]2)[cH:12][cH:13]1>>[NH2:1][n+:2]1[cH:3][cH:4][c:5]([N:6]2[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]2)[cH:12][cH:13]1,"[['N:1 - O:16'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c1,CC(=O)/C=C/c1cccs1.NOP(=O)(c1ccccc1)c1ccccc1>>CC(=O)N/C=C\c1cccs1,CC(=O)N/C=C\c1cccs1,[CH3:1][C:2](=[O:3])/[CH:5]=[CH:6]/[c:7]1[cH:8][cH:9][cH:10][s:11]1.[NH2:4][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH3:1][C:2](=[O:3])[NH:4]/[CH:5]=[CH:6]\[c:7]1[cH:8][cH:9][cH:10][s:11]1,"[['C:2 - C:5'], ['N:4 - H', 'N:4 - O:14']]","[['C:2 - N:4', 'C:5 - N:4']]",[],"[(0, '[#6][#6:1](=[#8])[#6:2]', 'C:2 - C:5', 'C', 'SINGLE', 'C'), (1, '[#7:2]', 'N:4 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:4', 'C', 'SINGLE', 'N'), (0, '[#7&X3&H1:1]([#6])[#6:2]', 'C:5 - N:4', 'C', 'SINGLE', 'N')]","[(0, '[#6](=[#8])([#6&H3])-[#6&X3]=[#6&X3]', 'C:2 - C:5', 'C', 'SINGLE', 'C', '[#6](=[#8])[#6;H3]', '[#6X3]=[#6X3]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:4 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6](=[#8])([#6&H3])-[#7]', 'C:2 - N:4', 'C', 'SINGLE', 'N', '[#6](=[#8])[#6;H3]', '[#7]'), (0, '[#6](=[#8])[#7]-[#6&X3]=[#6&X3]', 'C:5 - N:4', 'N', 'SINGLE', 'C', '[#6](=[#8])[#7]', '[#6X3]=[#6X3]')]"
c1,NOP(=O)(c1ccccc1)c1ccccc1.O=C1CCCCCCCCCCCCCC1>>O=C1CCCCCCCCCCCCCCN1,O=C1CCCCCCCCCCCCCCN1,[NH2:17][O:20][P:19](=[O:18])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]1>>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][NH:17]1,"[['N:17 - H', 'N:17 - O:20'], ['C:2 - C:16']]","[['C:16 - N:17', 'C:2 - N:17']]",[],"[(0, '[#7:2]', 'N:17 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]'), (1, '[#6][#6:1](=[#8])[#6:2]', 'C:2 - C:16', 'C', 'SINGLE', 'C')]","[(0, '[#7&X3&H1:1]([#6:2])[#6]', 'C:16 - N:17', 'C', 'SINGLE', 'N'), (0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:17', 'C', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:17 - O:20', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#6](=[#8])-[#6]', 'C:2 - C:16', 'C', 'SINGLE', 'C', '[#6]=[#8]', '[#6]')]","[(0, '[#6](=[#8])[#7]-[#6]', 'C:16 - N:17', 'N', 'SINGLE', 'C', '[#6](=[#8])[#7]', '[#6]'), (0, '[#6](=[#8])-[#7]', 'C:2 - N:17', 'C', 'SINGLE', 'N', '[#6]=[#8]', '[#7]')]"
c1,NOP(=O)(c1ccccc1)c1ccccc1.O=C1CCCCCCCCCCCCCC1>>ON=C1CCCCCCCCCCCCCC1,ON=C1CCCCCCCCCCCCCC1,[H][O:17][H].[NH2:1]OP(c1ccccc1)(c2ccccc2)=O.O=[C:2]3[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]3>>[OH:17]/[N:1]=[C:2]4[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]\4,"[['O:1 - P:19', 'N:2 - H'], ['C:3 = O:32']]","[['C:3 = N:2', 'O:1 - H']]",[],[],"[(0, '[#7:2][#8&X2&H1]', 'O:1 - H', 'O', 'SINGLE', 'H', '[#7][#8X2H]', '[H]')]",[],[]
c1,CC1(C)CC(=O)c2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>CC1(C)C/C(=N/O)c2ccccc21,CC1(C)C/C(=N/O)c2ccccc21,[H][O:13][H].[CH3:1][C:2]1([CH2:4][C:5]([c:6]2[c:11]1[cH:10][cH:9][cH:8][cH:7]2)=O)[CH3:3].[NH2:12]OP(c3ccccc3)(c4ccccc4)=O>>[CH3:1][C:2]5([CH2:4]/[C:5]([c:6]6[c:11]5[cH:10][cH:9][cH:8][cH:7]6)=[N:12]/[OH:13])[CH3:3],"[['C:5 = O:14'], ['N:6 - H', 'O:7 - P:16']]","[['C:5 = N:6', 'O:7 - H']]",[],"[(1, '[c:2]1ccccc1[#6&X4]', 'N:6 - H', 'N', 'SINGLE', 'H', '[c]1[c][c][c][c][c]1[#6X4]', '[H]')]","[(0, '[#6]1[#6][#6:1][#6:2][#6]1', 'C:5 = N:6', 'C', 'DOUBLE', 'N'), (0, '[#6]1[#6]c2:ccc[c:2]c2[#6]1', 'O:7 - H', 'O', 'SINGLE', 'H', '[#6]1[#6][c]2:[c][c][c][c][c]2[#6]1', '[H]')]",[],[]
c1,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(-c2nc3ccccc3o2)nc1>>N[n+]1ccccc1-c1nc2ccccc2o1,N[n+]1ccccc1-c1nc2ccccc2o1,[NH2:1][O:19][P:18](=[O:17])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.[n:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[n:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[o:16]1>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[n:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[o:16]1,"[['N:1 - O:19'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:19', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c1,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(-c2cccs2)nc1>>N[n+]1ccccc1-c1cccs1,N[n+]1ccccc1-c1cccs1,[NH2:1][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[n:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][s:12]1>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][s:12]1,"[['N:1 - O:15'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c1,ClCC1CN(Cc2ccccc2)CCO1.NOP(=O)(c1ccccc1)c1ccccc1>>N[N+]1(Cc2ccccc2)CCOC(CCl)C1,N[N+]1(Cc2ccccc2)CCOC(CCl)C1,[N:2]1([CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH2:10][CH2:11][O:12][CH:13]([CH2:14][Cl:15])[CH2:16]1.[NH2:1][O:19][P:18](=[O:17])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[NH2:1][N+:2]1([CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH2:10][CH2:11][O:12][CH:13]([CH2:14][Cl:15])[CH2:16]1,"[None, ['N:1 - O:19']]",[['N:1 - N:2']],[],[],"[(0, '[#6][#7&+:1]([#7:2])([#6])[#6]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:19', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#6][#8][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1[#6][#6][#8][#6][#6]1', '[#7]')]"
c1,C1=CCN(Cc2ccccc2)CC1.NOP(=O)(c1ccccc1)c1ccccc1>>N[N+]1(Cc2ccccc2)CC=CCC1,N[N+]1(Cc2ccccc2)CC=CCC1,[N:2]1([CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH2:10][CH:11]=[CH:12][CH2:13][CH2:14]1.[NH2:1][O:17][P:16](=[O:15])([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>>[NH2:1][N+:2]1([CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH2:10][CH:11]=[CH:12][CH2:13][CH2:14]1,"[None, ['N:1 - O:17']]",[['N:1 - N:2']],[],[],"[(0, '[#6][#7&+:1]([#7:2])([#6])[#6]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:17', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1=[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1=[#6][#6][#7][#6][#6]1', '[#7]')]"
c1,NOP(=O)(c1ccccc1)c1ccccc1.c1cnc2c(c1)CCCC2>>N[n+]1cccc2c1CCCC2,N[n+]1cccc2c1CCCC2,[NH2:1][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[n:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH2:11][CH2:10][CH2:9][CH2:8]2>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH2:8][CH2:9][CH2:10][CH2:11]2,"[['N:1 - O:14'], ['C:7 - C:11', 'C:6 - C:8']]","[['C:6 - C:11', 'C:7 - C:8', 'N:1 - N:2']]",[],"[(1, '[#6]12[#6][#6][#6][#7][#6:1]1[#6:2][#6][#6][#6]2', 'C:7 - C:11', 'C', 'SINGLE', 'C'), (1, '[#6:2]12[#6][#6][#6][#7][#6]1[#6][#6][#6][#6:1]2', 'C:6 - C:8', 'C', 'SINGLE', 'C')]","[(0, '[#6:2]12[#6][#6][#6][#7][#6]1[#6][#6][#6][#6:1]2', 'C:6 - C:11', 'C', 'SINGLE', 'C'), (0, '[#6]12[#6][#6][#6][#7][#6:1]1[#6:2][#6][#6][#6]2', 'C:7 - C:8', 'C', 'SINGLE', 'C'), (0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, 'c1c(nccc1)-[#6]', 'C:7 - C:11', 'C', 'SINGLE', 'C', '[c]1[c][n][c][c][c]1', '[#6]'), (1, 'c1(cnccc1)-[#6]', 'C:6 - C:8', 'C', 'SINGLE', 'C', '[c]1[c][n][c][c][c]1', '[#6]')]","[(0, 'N[n&+]1cc(ccc1)-[#6]', 'C:6 - C:11', 'C', 'SINGLE', 'C', 'N[n+]1ccccc1', '[#6]'), (0, 'N[n&+]1c(cccc1)-[#6]', 'C:7 - C:8', 'C', 'SINGLE', 'C', 'N[n+]1ccccc1', '[#6]'), (0, '[#6]12[#6][#6][#6][#7]([#6]1[#6][#6][#6][#6]2)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c1,NOP(=O)(c1ccccc1)c1ccccc1.c1cc2c(cn1)CCCC2>>N[n+]1ccc2c(c1)CCCC2,N[n+]1ccc2c(c1)CCCC2,[NH2:1][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[n:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][CH2:10][CH2:11]2>>[NH2:1][n+:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][CH2:10][CH2:11]2,"[['N:1 - O:14'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#7]([#6][#6]1[#6][#6][#6][#6]2)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#7][#6]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c1,CS(=O)c1ccccc1.NOP(=O)(c1ccccc1)c1ccccc1>>CS(=N)(=O)c1ccccc1,CS(=N)(=O)c1ccccc1,[CH3:1][S:2](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[NH2:3][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[CH3:1][S:2](=[NH:3])(=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,"[None, ['N:3 - O:13', 'N:3 - H']]",[['N:3 = S:2']],[],"[(1, '[#7:2]', 'N:3 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#7:1]=[#16:2]([#6])[#6]', 'N:3 = S:2', 'N', 'DOUBLE', 'S')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:3 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]=[#16]', 'N:3 = S:2', 'N', 'DOUBLE', 'S', '[#7]', '[#16]')]"
c1,CN1c2ccccc2Sc2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>CN1c2ccccc2S(=N)c2ccccc21,CN1c2ccccc2S(=N)c2ccccc21,[CH3:1][N:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[S:9][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21.[NH2:10][O:19][P:18](=[O:17])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[CH3:1][N:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[S:9](=[NH:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21,"[None, ['N:10 - H', 'N:10 - O:19']]",[['N:10 = S:9']],[],"[(1, '[#7:2]', 'N:10 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#7:1]=[#16:2]([#6])[#6]', 'N:10 = S:9', 'N', 'DOUBLE', 'S')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:10 - O:19', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c12ccccc1[#7]c1c(cccc1)[#16]2=[#7]', 'N:10 = S:9', 'S', 'DOUBLE', 'N', '[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2', '[#7]')]"
c1,CN1c2ccccc2Sc2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>CN1c2ccccc2S(=O)c2ccccc21,CN1c2ccccc2S(=O)c2ccccc21,[H][O:16][H].[CH3:1][N:2]1[c:3]2[c:8]([S:9][c:10]3[c:15]1[cH:14][cH:13][cH:12][cH:11]3)[cH:7][cH:6][cH:5][cH:4]2.NOP(c4ccccc4)(c5ccccc5)=O>>[CH3:1][N:2]6[c:3]7[c:8]([S:9]([c:10]8[c:15]6[cH:14][cH:13][cH:12][cH:11]8)=[O:16])[cH:7][cH:6][cH:5][cH:4]7,"[None, ['O:10 - P:18', 'N:17 - O:10']]",[['O:10 = S:9']],[],[],"[(0, '[#7]1[#6][#6][#16:1][#6:2][#6]1', 'O:10 = S:9', 'O', 'DOUBLE', 'S')]",[],[]
c1,Cc1cnc2ccccc2c1.NOP(=O)(c1ccccc1)c1ccccc1>>Cc1cc2ccccc2[n+](N)c1,Cc1cc2ccccc2[n+](N)c1,[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[n:10][cH:12]1.[NH2:11][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[n+:10]([NH2:11])[cH:12]1,"[None, ['N:11 - O:15']]",[['N:10 - N:11']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:10 - N:11', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#6][#7]([#6]1[#6][#6][#6][#6]2)-[#7]', 'N:10 - N:11', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c1,COC(=O)/C=C/c1ccncc1.NOP(=O)(c1ccccc1)c1ccccc1>>COC(=O)/C=C/c1cc[n+](N)cc1,COC(=O)/C=C/c1cc[n+](N)cc1,[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][cH:9][n:10][cH:12][cH:13]1.[NH2:11][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][cH:9][n+:10]([NH2:11])[cH:12][cH:13]1,"[None, ['N:11 - O:16']]",[['N:10 - N:11']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:10 - N:11', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:10 - N:11', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
