smarts	smarts_inner_marked	smarts_marked_oxygen
[#6]1[#6]=[#7][c]2[c][c][c][c][c]2-1	[#6]1[#6]=[#7]c2[c:2]cccc2-1	[#6]1([#6]=[#7][c]2([c](#[#8])[c][c][c][c]-12))
[#6]1[#6]=[#7][c]2[c][c][c][c][c]2-1	[#6]1[#6]=[#7]c2c[c:2]ccc2-1	[#6]1([#6]=[#7][c]2([c][c](#[#8])[c][c][c]-12))
[#6]1[#6]=[#7][c]2[c][c][c][c][c]2-1	[#6]1[#6]=[#7]c2cc[c:2]cc2-1	[#6]1([#6]=[#7][c]2([c]-1[c][c](#[#8])[c][c]2))
[#6]1[#6]=[#7][c]2[c][c][c][c][c]2-1	[#6]1[#6]=[#7]c2ccc[c:2]c2-1	[#6]1([#6]=[#7][c]2([c]-1[c](#[#8])[c][c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][c]1	c12[n:2]ccc1cccc2	[n]1(#[#8])([c]2([c]([c][c]1)[c][c][c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][c]1	c12n[c:2]cc1cccc2	[n]1([c](#[#8])[c][c]2([c]1[c][c][c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][c]1	c12nc[c:2]c1cccc2	[n]1([c][c](#[#8])[c]2([c]1[c][c][c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][c]1	c12nccc1[c:2]ccc2	[n]2([c]1([c]([c](#[#8])[c][c][c]1)[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][c]1	c12nccc1c[c:2]cc2	[n]2([c]1([c]([c][c](#[#8])[c][c]1)[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][c]1	c12nccc1cc[c:2]c2	[n]2([c]1([c][c](#[#8])[c][c][c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][c]1	c12nccc1ccc[c:2]2	[n]2([c]1([c](#[#8])[c][c][c][c]1[c][c]2))
[c]1[c][c]2[c][c][c][n]2[c][c]1	[c:2]1cc2cccn2cc1	[n]21([c]([c][c](#[#8])[c][c]1)[c][c][c]2)
[c]1[c][c]2[c][c][c][n]2[c][c]1	c1[c:2]c2cccn2cc1	[n]21([c]([c](#[#8])[c][c][c]1)[c][c][c]2)
[c]1[c][c]2[c][c][c][n]2[c][c]1	c1cc2[c:2]ccn2cc1	[n]21([c]([c](#[#8])[c][c]1)[c][c][c][c]2)
[c]1[c][c]2[c][c][c][n]2[c][c]1	c1cc2c[c:2]cn2cc1	[n]21([c][c](#[#8])[c][c]1[c][c][c][c]2)
[c]1[c][c]2[c][c][c][n]2[c][c]1	c1cc2cc[c:2]n2cc1	[n]21([c](#[#8])[c][c][c]1[c][c][c][c]2)
[c]1[c][c]2[c][c][c][n]2[c][c]1	c1cc2ccc[n:2]2cc1	[n]21(#[#8])([c]([c][c][c]1)[c][c][c][c]2)
[c]1[c][c]2[c][c][c][n]2[c][c]1	c1cc2cccn2[c:2]c1	[n]21([c](#[#8])[c][c][c][c]1[c][c][c]2)
[c]1[c][c]2[c][c][c][n]2[c][c]1	c1cc2cccn2c[c:2]1	[n]21([c][c](#[#8])[c][c][c]1[c][c][c]2)
[c]1([n][n][c]2)[c]2[c][c][c][c]1	c12[n:2]ncc1cccc2	[n]1([n](#[#8])[c]2([c]([c]1)[c][c][c][c]2))
[c]1([n][n][c]2)[c]2[c][c][c][c]1	c12n[n:2]cc1cccc2	[n]1([n](#[#8])[c][c]2([c]1[c][c][c][c]2))
[c]1([n][n][c]2)[c]2[c][c][c][c]1	c12nn[c:2]c1cccc2	[n]1([n][c](#[#8])[c]2([c]1[c][c][c][c]2))
[c]1([n][n][c]2)[c]2[c][c][c][c]1	c12nncc1[c:2]ccc2	[n]1([n][c][c]2([c](#[#8])[c][c][c][c]12))
[c]1([n][n][c]2)[c]2[c][c][c][c]1	c12nncc1c[c:2]cc2	[n]1([n][c][c]2([c][c](#[#8])[c][c][c]12))
[c]1([n][n][c]2)[c]2[c][c][c][c]1	c12nncc1cc[c:2]c2	[n]2([n][c]1([c][c](#[#8])[c][c][c]1[c]2))
[c]1([n][n][c]2)[c]2[c][c][c][c]1	c12nncc1ccc[c:2]2	[n]2([n][c]1([c](#[#8])[c][c][c][c]1[c]2))
[c]1([n][c][n]2)[c]2[c][c][c][c]1	c12[n:2]cnc1cccc2	[n]1(#[#8])([c][n][c]2([c]1[c][c][c][c]2))
[c]1([n][c][n]2)[c]2[c][c][c][c]1	c12n[c:2]nc1cccc2	[n]1([c]([n][c]2([c]1[c][c][c][c]2))#[#8])
[c]1([n][c][n]2)[c]2[c][c][c][c]1	c12nc[n:2]c1cccc2	[n]1(#[#8])([c][n][c]2([c]1[c][c][c][c]2))
[c]1([n][c][n]2)[c]2[c][c][c][c]1	c12ncnc1[c:2]ccc2	[n]1([c][n][c]2([c](#[#8])[c][c][c][c]12))
[c]1([n][c][n]2)[c]2[c][c][c][c]1	c12ncnc1c[c:2]cc2	[n]1([c][n][c]2([c][c](#[#8])[c][c][c]12))
[c]1([n][c][n]2)[c]2[c][c][c][c]1	c12ncnc1cc[c:2]c2	[n]1([c][n][c]2([c][c](#[#8])[c][c][c]12))
[c]1([n][c][n]2)[c]2[c][c][c][c]1	c12ncnc1ccc[c:2]2	[n]1([c][n][c]2([c](#[#8])[c][c][c][c]12))
[c]1([n][c][c]2)[c]2[c][c][c][n]1	c12[n:2]ccc1cccn2	[n]2(#[#8])([c]1([n][c][c][c][c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][n]1	c12n[c:2]cc1cccn2	[n]2([c]1([n][c](#[#8])[c][c]1[c][c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][n]1	c12nc[c:2]c1cccn2	[n]2([c]1([n][c][c](#[#8])[c]1[c][c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][n]1	c12nccc1[c:2]ccn2	[n]2([c]1([n][c][c][c](#[#8])[c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][n]1	c12nccc1c[c:2]cn2	[n]2([c]1([n][c][c](#[#8])[c][c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][n]1	c12nccc1cc[c:2]n2	[n]2([c]1([n][c](#[#8])[c][c][c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][c][n]1	c12nccc1ccc[n:2]2	[n]2(#[#8])([c]1([n][c][c][c]1[c][c][c]2))
[c]1([n][c][c]2)[c]2[n][c][c][c]1	c12[n:2]ccc1nccc2	[n]2(#[#8])([c]1([c]([n][c][c][c]1)[c][c]2))
[c]1([n][c][c]2)[c]2[n][c][c][c]1	c12n[c:2]cc1nccc2	[n]1([c](#[#8])[c][c]2([n][c][c][c][c]12))
[c]1([n][c][c]2)[c]2[n][c][c][c]1	c12nc[c:2]c1nccc2	[n]2([c]1([c]([n][c][c]1#[#8])[c][c][c]2))
[c]1([n][c][c]2)[c]2[n][c][c][c]1	c12nccc1[n:2]ccc2	[n]2(#[#8])([c]1([c]([n][c][c]1)[c][c][c]2))
[c]1([n][c][c]2)[c]2[n][c][c][c]1	c12nccc1n[c:2]cc2	[n]1([c](#[#8])[c][c][c]2([n][c][c][c]12))
[c]1([n][c][c]2)[c]2[n][c][c][c]1	c12nccc1nc[c:2]c2	[n]2([c]1([c]([n][c][c](#[#8])[c]1)[c][c]2))
[c]1([n][c][c]2)[c]2[n][c][c][c]1	c12nccc1ncc[c:2]2	[n]2([c]1([c]([n][c][c]1)[c](#[#8])[c][c]2))
[c]1([n][c][c]2)[c]2[c][n][c][c]1	c12[n:2]ccc1cncc2	[n]2(#[#8])([c]1([c]([c][n][c][c]1)[c][c]2))
[c]1([n][c][c]2)[c]2[c][n][c][c]1	c12n[c:2]cc1cncc2	[n]1([c](#[#8])[c][c]2([c][n][c][c][c]12))
[c]1([n][c][c]2)[c]2[c][n][c][c]1	c12nc[c:2]c1cncc2	[n]1([c][c](#[#8])[c]2([c][n][c][c][c]12))
[c]1([n][c][c]2)[c]2[c][n][c][c]1	c12nccc1[c:2]ncc2	[n]2([c](#[#8])[c]1([c]([n][c][c]1)[c][c]2))
[c]1([n][c][c]2)[c]2[c][n][c][c]1	c12nccc1c[n:2]cc2	[n]2(#[#8])([c][c]1([c]([n][c][c]1)[c][c]2))
[c]1([n][c][c]2)[c]2[c][n][c][c]1	c12nccc1cn[c:2]c2	[n]2([c](#[#8])[c][c]1([n][c][c][c]1[c]2))
[c]1([n][c][c]2)[c]2[c][n][c][c]1	c12nccc1cnc[c:2]2	[n]2([c]1([c](#[#8])[c][n][c][c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][n][c]1	c12[n:2]ccc1ccnc2	[n]2(#[#8])([c]1([c][n][c][c][c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][n][c]1	c12n[c:2]cc1ccnc2	[n]1([c](#[#8])[c][c]2([c]1[c][n][c][c]2))
[c]1([n][c][c]2)[c]2[c][c][n][c]1	c12nc[c:2]c1ccnc2	[n]2([c][c]1([n][c][c](#[#8])[c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][n][c]1	c12nccc1[c:2]cnc2	[n]2([c]1([c][n][c][c](#[#8])[c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][n][c]1	c12nccc1c[c:2]nc2	[n]2([c](#[#8])[c][c]1([c]([n][c][c]1)[c]2))
[c]1([n][c][c]2)[c]2[c][c][n][c]1	c12nccc1cc[n:2]c2	[n]2(#[#8])([c][c]1([n][c][c][c]1[c][c]2))
[c]1([n][c][c]2)[c]2[c][c][n][c]1	c12nccc1ccn[c:2]2	[n]2([c](#[#8])[c]1([n][c][c][c]1[c][c]2))
[#6]12[#7;H1][#6]=[#6][#6]1[#7;H1][#6]=[#6]2	[#6:2]12[#7&H1][#6]=[#6][#6]1[#7&H1][#6]=[#6]2	[#6]2(=[#6][#6]1([#6]([#6]=[#6][#7;H1]1)([#7;H1]2)#[#8]))
[#6]12[#7;H1][#6]=[#6][#6]1[#7;H1][#6]=[#6]2	[#6]12[#7&H1:2][#6]=[#6][#6]1[#7&H1][#6]=[#6]2	[#6]2(=[#6][#6]1([#6]([#6]=[#6][#7;H1]1)[#7;H1]2#[#8]))
[#6]12[#7;H1][#6]=[#6][#6]1[#7;H1][#6]=[#6]2	[#6]12[#7&H1][#6:2]=[#6][#6]1[#7&H1][#6]=[#6]2	[#6]2(=[#6][#6]1([#6]([#6]=[#6][#7;H1]1)[#7;H1]2))#[#8]
[#6]12[#7;H1][#6]=[#6][#6]1[#7;H1][#6]=[#6]2	[#6]12[#7&H1][#6]=[#6:2][#6]1[#7&H1][#6]=[#6]2	[#6]2(=[#6]([#6]1([#6]([#6]=[#6][#7;H1]1)[#7;H1]2))#[#8])
[#6]12[#7;H1][#6]=[#6][#6]1[#7;H1][#6]=[#6]2	[#6]12[#7&H1][#6]=[#6][#6:2]1[#7&H1][#6]=[#6]2	[#6]2(=[#6][#6]1([#6]([#6]=[#6][#7;H1]1)([#7;H1]2)#[#8]))
[#6]12[#7;H1][#6]=[#6][#6]1[#7;H1][#6]=[#6]2	[#6]12[#7&H1][#6]=[#6][#6]1[#7&H1:2][#6]=[#6]2	[#6]2(=[#6][#6]1([#6]([#6]=[#6][#7;H1]1)[#7;H1]2#[#8]))
[#6]12[#7;H1][#6]=[#6][#6]1[#7;H1][#6]=[#6]2	[#6]12[#7&H1][#6]=[#6][#6]1[#7&H1][#6:2]=[#6]2	[#6]2(=[#6][#6]1([#6]([#6]=[#6][#7;H1]1)[#7;H1]2))#[#8]
[#6]12[#7;H1][#6]=[#6][#6]1[#7;H1][#6]=[#6]2	[#6]12[#7&H1][#6]=[#6][#6]1[#7&H1][#6]=[#6:2]2	[#6]2(=[#6]([#6]1([#6]([#6]=[#6][#7;H1]1)[#7;H1]2))#[#8])
[c]1([n;H1][c][c]2)[c]2[c][c][n;H1]1	c12[n&H1:2]ccc1cc[n&H1]2	[n;H1]2(#[#8])([c]1([n;H1][c][c][c]1[c][c]2))
[c]1([n;H1][c][c]2)[c]2[c][c][n;H1]1	c12[n&H1][c:2]cc1cc[n&H1]2	[n;H1]2([c]1([n;H1][c](#[#8])[c][c]1[c][c]2))
[c]1([n;H1][c][c]2)[c]2[c][c][n;H1]1	c12[n&H1]c[c:2]c1cc[n&H1]2	[n;H1]2([c]1([n;H1][c][c](#[#8])[c]1[c][c]2))
[c]1([n;H1][c][c]2)[c]2[c][c][n;H1]1	c12[n&H1]ccc1[c:2]c[n&H1]2	[n;H1]2([c]1([n;H1][c][c](#[#8])[c]1[c][c]2))
[c]1([n;H1][c][c]2)[c]2[c][c][n;H1]1	c12[n&H1]ccc1c[c:2][n&H1]2	[n;H1]2([c]1([n;H1][c](#[#8])[c][c]1[c][c]2))
[c]1([n;H1][c][c]2)[c]2[c][c][n;H1]1	c12[n&H1]ccc1cc[n&H1:2]2	[n;H1]2(#[#8])([c]1([n;H1][c][c][c]1[c][c]2))
[c]1([o][c][c]2)[c]2[c][c][n;H1]1	c12o[c:2]cc1cc[n&H1]2	[o]2([c]1([n;H1][c][c][c]1[c][c]2#[#8]))
[c]1([o][c][c]2)[c]2[c][c][n;H1]1	c12oc[c:2]c1cc[n&H1]2	[o]2([c]1([n;H1][c][c][c]1[c](#[#8])[c]2))
[c]1([o][c][c]2)[c]2[c][c][n;H1]1	c12occc1[c:2]c[n&H1]2	[o]2([c]1([n;H1][c][c](#[#8])[c]1[c][c]2))
[c]1([o][c][c]2)[c]2[c][c][n;H1]1	c12occc1c[c:2][n&H1]2	[o]2([c]1([n;H1][c](#[#8])[c][c]1[c][c]2))
[c]1([o][c][c]2)[c]2[c][c][n;H1]1	c12occc1cc[n&H1:2]2	[o]2([c]1([n;H1](#[#8])[c][c][c]1[c][c]2))
[c]1([c][c][o]2)[c]2[c][c][n]1	c12[c:2]coc1ccn2	[o]2([c]1([c]([n][c][c]1)[c](#[#8])[c]2))
[c]1([c][c][o]2)[c]2[c][c][n]1	c12c[c:2]oc1ccn2	[o]1([c](#[#8])[c][c]2([n][c][c][c]12))
[c]1([c][c][o]2)[c]2[c][c][n]1	c12ccoc1[c:2]cn2	[o]2([c]1([c]([n][c][c]1#[#8])[c][c]2))
[c]1([c][c][o]2)[c]2[c][c][n]1	c12ccoc1c[c:2]n2	[o]2([c]1([c]([n][c](#[#8])[c]1)[c][c]2))
[c]1([c][c][o]2)[c]2[c][c][n]1	c12ccoc1cc[n:2]2	[o]2([c]1([c]([n](#[#8])[c][c]1)[c][c]2))
[c]1([c][c][s]2)[c]2[c][c][n;H1]1	c12[c:2]csc1cc[n&H1]2	[s]2([c]1([c]([n;H1][c][c]1)[c](#[#8])[c]2))
[c]1([c][c][s]2)[c]2[c][c][n;H1]1	c12c[c:2]sc1cc[n&H1]2	[s]1([c](#[#8])[c][c]2([n;H1][c][c][c]12))
[c]1([c][c][s]2)[c]2[c][c][n;H1]1	c12ccsc1[c:2]c[n&H1]2	[s]2([c]1([c]([n;H1][c][c]1#[#8])[c][c]2))
[c]1([c][c][s]2)[c]2[c][c][n;H1]1	c12ccsc1c[c:2][n&H1]2	[s]2([c]1([c]([n;H1][c](#[#8])[c]1)[c][c]2))
[c]1([c][c][s]2)[c]2[c][c][n;H1]1	c12ccsc1cc[n&H1:2]2	[s]2([c]1([c]([n;H1](#[#8])[c][c]1)[c][c]2))
[c]1([s][c][c]2)[c]2[c][c][n;H1]1	c12s[c:2]cc1cc[n&H1]2	[s]2([c]1([n;H1][c][c][c]1[c][c]2#[#8]))
[c]1([s][c][c]2)[c]2[c][c][n;H1]1	c12sc[c:2]c1cc[n&H1]2	[s]2([c]1([n;H1][c][c][c]1[c](#[#8])[c]2))
[c]1([s][c][c]2)[c]2[c][c][n;H1]1	c12sccc1[c:2]c[n&H1]2	[s]2([c]1([n;H1][c][c](#[#8])[c]1[c][c]2))
[c]1([s][c][c]2)[c]2[c][c][n;H1]1	c12sccc1c[c:2][n&H1]2	[s]2([c]1([n;H1][c](#[#8])[c][c]1[c][c]2))
[c]1([s][c][c]2)[c]2[c][c][n;H1]1	c12sccc1cc[n&H1:2]2	[s]2([c]1([n;H1](#[#8])[c][c][c]1[c][c]2))
[#6]1([#6]2)[#6][#6]2[#6]1	[#6:2]12[#6][#6]([#6]1)[#6]2	[#6]1([#6]2([#6][#6]1([#6]2)#[#8]))
[#6]1([#6]2)[#6][#6]2[#6]1	[#6]12[#6:2][#6]([#6]1)[#6]2	[#6]1([#6]2([#6]([#6]1[#6]2)#[#8]))
[#6]1([#6]2)[#6][#6]2[#6]1	[#6]12[#6][#6]([#6:2]1)[#6]2	[#6]1([#6]2([#6]([#6]1[#6]2)#[#8]))
[#6]1([#6]2)[#6][#6]2[#6]1	[#6]12[#6][#6:2]([#6]1)[#6]2	[#6]1([#6]2([#6][#6]1([#6]2)#[#8]))
[#6]1([#6]2)[#6][#6]2[#6]1	[#6]12[#6][#6]([#6]1)[#6:2]2	[#6]1([#6]2([#6]([#6]1[#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6]2[#6]1	[#6:2]12[#6][#6]([#6][#6]1)[#6]2	[#6]1([#6]2([#6][#6]([#6]1)([#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6]2[#6]1	[#6]12[#6:2][#6]([#6][#6]1)[#6]2	[#6]1([#6]2([#6]([#6]([#6]1)[#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6]2[#6]1	[#6]12[#6][#6]([#6][#6:2]1)[#6]2	[#6]1([#6]([#6]2([#6][#6]1[#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6]2[#6]1	[#6]12[#6][#6]([#6:2][#6]1)[#6]2	[#6]1([#6]([#6]2([#6][#6]1[#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6]2[#6]1	[#6]12[#6][#6:2]([#6][#6]1)[#6]2	[#6]1([#6]2([#6][#6]([#6]1)([#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6]2[#6]1	[#6]12[#6][#6]([#6][#6]1)[#6:2]2	[#6]1([#6]2([#6]([#6]([#6]1)[#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6][#6]2[#6]1	[#6:2]12[#6][#6]([#6][#6][#6]1)[#6]2	[#6]1([#6]2([#6][#6]([#6][#6]1)([#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6][#6]2[#6]1	[#6]12[#6:2][#6]([#6][#6][#6]1)[#6]2	[#6]1([#6]2([#6]([#6]([#6][#6]1)[#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6][#6]2[#6]1	[#6]12[#6][#6]([#6][#6][#6:2]1)[#6]2	[#6]1([#6]([#6]2([#6][#6]([#6]1)[#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6][#6]2[#6]1	[#6]12[#6][#6]([#6][#6:2][#6]1)[#6]2	[#6]1([#6]([#6][#6]2([#6][#6]1[#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6][#6]2[#6]1	[#6]12[#6][#6]([#6:2][#6][#6]1)[#6]2	[#6]1([#6]([#6]2([#6][#6]([#6]1)[#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6][#6]2[#6]1	[#6]12[#6][#6:2]([#6][#6][#6]1)[#6]2	[#6]1([#6]2([#6][#6]([#6][#6]1)([#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6][#6]2[#6]1	[#6]12[#6][#6]([#6][#6][#6]1)[#6:2]2	[#6]1([#6]2([#6]([#6]([#6][#6]1)[#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6]2[#6][#6]1	[#6:2]12[#6][#6]([#6][#6]1)[#6][#6]2	[#6]1([#6]2([#6][#6]([#6]1)([#6][#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6:2][#6]([#6][#6]1)[#6][#6]2	[#6]1([#6]2([#6]([#6]([#6]1)[#6][#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6]([#6][#6:2]1)[#6][#6]2	[#6]1([#6]([#6]2([#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6]([#6:2][#6]1)[#6][#6]2	[#6]1([#6]([#6]2([#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6:2]([#6][#6]1)[#6][#6]2	[#6]1([#6]2([#6][#6]([#6]1)([#6][#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6]([#6][#6]1)[#6:2][#6]2	[#6]1([#6]([#6]2([#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6]([#6][#6]1)[#6][#6:2]2	[#6]1([#6]([#6]2([#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6]2[#6][#6]1	[#6:2]12[#6][#6][#6]([#6][#6]1)[#6][#6]2	[#6]1([#6]2([#6][#6][#6]([#6]1)([#6][#6]2)#[#8]))
[#6]1([#6][#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6:2][#6][#6]([#6][#6]1)[#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6:2][#6]([#6][#6]1)[#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6][#6]([#6][#6:2]1)[#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6][#6]([#6:2][#6]1)[#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6][#6:2]([#6][#6]1)[#6][#6]2	[#6]1([#6]2([#6][#6][#6]([#6]1)([#6][#6]2)#[#8]))
[#6]1([#6][#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6][#6]([#6][#6]1)[#6:2][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6]2[#6][#6]1	[#6]12[#6][#6][#6]([#6][#6]1)[#6][#6:2]2	[#6]1([#6]([#6]2([#6][#6][#6]1[#6][#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6:2]12[#6][#6]([#6][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]2([#6][#6]([#6][#6]1)([#6][#6][#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6:2][#6]([#6][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]2([#6]([#6]([#6][#6]1)[#6][#6][#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6]([#6][#6][#6:2]1)[#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6]([#6]1)[#6][#6][#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6]([#6][#6:2][#6]1)[#6][#6][#6]2	[#6]1([#6]([#6][#6]2([#6][#6]1[#6][#6][#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6]([#6:2][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6]([#6]1)[#6][#6][#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6:2]([#6][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]2([#6][#6]([#6][#6]1)([#6][#6][#6]2)#[#8]))
[#6]1([#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6]([#6][#6][#6]1)[#6:2][#6][#6]2	[#6]1([#6]([#6]2([#6][#6]([#6]1)[#6][#6][#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6]([#6][#6][#6]1)[#6][#6:2][#6]2	[#6]1([#6]([#6][#6]2([#6][#6]1[#6][#6][#6]2))#[#8])
[#6]1([#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6]([#6][#6][#6]1)[#6][#6][#6:2]2	[#6]1([#6]([#6]2([#6][#6]([#6]1)[#6][#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6:2]12[#6][#6][#6]([#6][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]2([#6][#6][#6]([#6][#6]1)([#6][#6][#6]2)#[#8]))
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6:2][#6][#6]([#6][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6][#6]1[#6][#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6:2][#6]([#6][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6][#6]1[#6][#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6][#6]([#6][#6][#6:2]1)[#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]([#6]1)[#6][#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6][#6]([#6][#6:2][#6]1)[#6][#6][#6]2	[#6]1([#6]([#6][#6]2([#6][#6][#6]1[#6][#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6][#6]([#6:2][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]([#6]1)[#6][#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6][#6:2]([#6][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]2([#6][#6][#6]([#6][#6]1)([#6][#6][#6]2)#[#8]))
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6][#6]([#6][#6][#6]1)[#6:2][#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]([#6]1)[#6][#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6][#6]([#6][#6][#6]1)[#6][#6:2][#6]2	[#6]1([#6]([#6][#6]2([#6][#6][#6]1[#6][#6][#6]2))#[#8])
[#6]1([#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6]12[#6][#6][#6]([#6][#6][#6]1)[#6][#6][#6:2]2	[#6]1([#6]([#6]2([#6][#6][#6]([#6]1)[#6][#6][#6]2))#[#8])
[#6]1([#6][#6][#6]2)[#6][#6][#6][#6]2[#6][#6][#6]1	[#6:2]12[#6][#6][#6][#6]([#6][#6][#6]1)[#6][#6][#6]2	[#6]1([#6]2([#6][#6][#6][#6]([#6][#6]1)([#6][#6][#6]2)#[#8]))
