smarts	smarts_marked	smarts_marked_oxygen
[#6]1[#6]=[#6]-[c]2[c][c][c][c][c]2[#8]1	[#6]1[#6]=[#6]-c2ccc[c:1][c:2]2[#8]1	[#6]1(=[#6][#6][#8][c]2(#[#8])([c](#[#8])[c][c][c][c]-12))
[#6]1[#6]=[#6]-[c]2[c][c][c][c][c]2[#8]1	[#6]1[#6]=[#6]-c2cccc[c:1]2[#8:2]1	[#6]1(=[#6][#6][#8](#[#8])[c]2(#[#8])([c]-1[c][c][c][c]2))
[#6]1[#6]=[#6]-[c]2[c][c][c][c][c]2[#8]1	[#6]1[#6]=[#6]-[c:2]2cccc[c:1]2[#8]1	[#6]1(=[#6][#6][#8][c]2(#[#8])([c]-1(#[#8])[c][c][c][c]2))
[#6]1[#6]=[#6]-[c]2[c][c][c][c][c]2[#8]1	[#6:2]1[#6]=[#6]-c2ccccc2[#8:1]1	[#6]1(=[#6][#6](#[#8])[#8](#[#8])[c]2([c]-1[c][c][c][c]2))
[#6]1[#6]=[#6]-[c]2[c][c][c][c][c]2[#8]1	[#6]1[#6]=[#6]-[c:1]2[c:2]cccc2[#8]1	[#6]1(=[#6][#6][#8][c]2([c]-1(#[#8])[c](#[#8])[c][c][c]2))
[#6]1[#6]=[#6]-[c]2[c][c][c][c][c]2[#8]1	[#6]1[#6:1]=[#6:2]-c2ccccc2[#8]1	[#6]1(=[#6]([#6][#8][c]2([c]-1[c][c][c][c]2))#[#8])#[#8]
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6]1c2c[c:1][c:2]cc2[#6]=[#6][#8]1	[#6]1(=[#6][#8][#6][c]2([c][c](#[#8])[c](#[#8])[c][c]12))
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6]1c2[c:1][c:2]ccc2[#6]=[#6][#8]1	[#6]1(=[#6][#8][#6][c]2([c](#[#8])[c](#[#8])[c][c][c]12))
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6]1c2ccc[c:1][c:2]2[#6]=[#6][#8]1	[#6]1(=[#6][#8][#6][c]2([c]1(#[#8])[c](#[#8])[c][c][c]2))
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6]1c2ccccc2[#6:1]=[#6:2][#8]1	[#6]1(=[#6](#[#8])[#8][#6][c]2([c]1[c][c][c][c]2))#[#8]
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6]1c2cc[c:1][c:2]c2[#6]=[#6][#8]1	[#6]1(=[#6][#8][#6][c]2([c]1[c](#[#8])[c](#[#8])[c][c]2))
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6]1[c:1]2[c:2]cccc2[#6]=[#6][#8]1	[#6]1(=[#6][#8][#6][c]2(#[#8])([c](#[#8])[c][c][c][c]12))
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6]1c2ccccc2[#6]=[#6:1][#8:2]1	[#6]1(=[#6](#[#8])[#8]([#6][c]2([c]1[c][c][c][c]2))#[#8])
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6]1[c:2]2cccc[c:1]2[#6]=[#6][#8]1	[#6]1(=[#6][#8][#6][c]2(#[#8])([c]1(#[#8])[c][c][c][c]2))
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6:1]1[c:2]2ccccc2[#6]=[#6][#8]1	[#6]1(=[#6][#8][#6](#[#8])[c]2(#[#8])([c]1[c][c][c][c]2))
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6:2]1c2ccccc2[#6]=[#6][#8:1]1	[#6]1(=[#6][#8]([#6](#[#8])[c]2([c]1[c][c][c][c]2))#[#8])
[#6]1[c]2[c][c][c][c][c]2[#6]=[#6][#8]1	[#6]1c2cccc[c:1]2[#6:2]=[#6][#8]1	[#6]1(=[#6](#[#8])[c]2(#[#8])([c]([#6][#8]1)[c][c][c][c]2))
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6]1[#6]=c2ccc[c:1][c:2]2=[#6][#8]1	[#6]1([#6][#8][#6]=[c]2(#[#8])([c](#[#8])[c][c][c][c]=12))
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6]1[#6:1]=[c:2]2ccccc2=[#6][#8]1	[#6]1([#6](#[#8])=[c]2(#[#8])([c](=[#6][#8]1)[c][c][c][c]2))
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6:1]1[#6:2]=c2ccccc2=[#6][#8]1	[#6]1([#6](#[#8])[#8][#6]=[c]2([c]=1[c][c][c][c]2))#[#8]
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6]1[#6]=c2c[c:1][c:2]cc2=[#6][#8]1	[#6]1([#6][#8][#6]=[c]2([c][c](#[#8])[c](#[#8])[c][c]=12))
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6:2]1[#6]=c2ccccc2=[#6][#8:1]1	[#6]1([#6](#[#8])[#8]([#6]=[c]2([c]=1[c][c][c][c]2))#[#8])
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6]1[#6]=[c:2]2cccc[c:1]2=[#6][#8]1	[#6]1([#6][#8][#6]=[c]2(#[#8])([c]=1(#[#8])[c][c][c][c]2))
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6]1[#6]=c2[c:1][c:2]ccc2=[#6][#8]1	[#6]1([#6][#8][#6]=[c]2([c]=1[c](#[#8])[c](#[#8])[c][c]2))
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6]1[#6]=c2cccc[c:1]2=[#6:2][#8]1	[#6]1([#6][#8][#6](#[#8])=[c]2(#[#8])([c]=1[c][c][c][c]2))
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6]1[#6]=c2cc[c:1][c:2]c2=[#6][#8]1	[#6]1([#6][#8][#6]=[c]2([c](#[#8])[c](#[#8])[c][c][c]=12))
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6]1[#6]=c2ccccc2=[#6:1][#8:2]1	[#6]1([#6][#8]([#6](#[#8])=[c]2([c]=1[c][c][c][c]2))#[#8])
[#6]1[#6]=[c]2[c][c][c][c][c]2=[#6][#8]1	[#6]1[#6]=[c:1]2[c:2]cccc2=[#6][#8]1	[#6]1([#6][#8][#6]=[c]2([c]=1(#[#8])[c](#[#8])[c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	c12[c:1]([c:2]ccc1)[#8][#7][#6]=[#6]2	[#6]2(=[#6][#7][#8][c]1(#[#8])([c](#[#8])[c][c][c][c]12))
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	c12c(cccc1)[#8][#7][#6:1]=[#6:2]2	[#6]1(=[#6]([#7][#8][c]2([c]1[c][c][c][c]2))#[#8])#[#8]
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	c12c(cccc1)[#8:1][#7:2][#6]=[#6]2	[#6]1(=[#6][#7](#[#8])[#8](#[#8])[c]2([c]1[c][c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	c12c(cc[c:1][c:2]1)[#8][#7][#6]=[#6]2	[#6]1(=[#6][#7][#8][c]2([c]1[c](#[#8])[c](#[#8])[c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	c12[c:1](cccc1)[#8:2][#7][#6]=[#6]2	[#6]1(=[#6][#7][#8](#[#8])[c]2(#[#8])([c]1[c][c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	[c:1]12[c:2](cccc1)[#8][#7][#6]=[#6]2	[#6]1(=[#6][#7][#8][c]2(#[#8])([c]1(#[#8])[c][c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	[c:2]12c(ccc[c:1]1)[#8][#7][#6]=[#6]2	[#6]1(=[#6][#7][#8][c]2([c]1(#[#8])[c](#[#8])[c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	c12c(cccc1)[#8][#7:1][#6:2]=[#6]2	[#6]1(=[#6]([#7](#[#8])[#8][c]2([c]1[c][c][c][c]2))#[#8])
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	[c:2]12c(cccc1)[#8][#7][#6]=[#6:1]2	[#6]1(=[#6][#7][#8][c]2([c]1(#[#8])[c][c][c][c]2))#[#8]
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	c12c(c[c:1][c:2]c1)[#8][#7][#6]=[#6]2	[#6]2(=[#6][#7][#8][c]1([c][c](#[#8])[c](#[#8])[c][c]12))
[c]12[c]([c][c][c][c]1)[#8][#7][#6]=[#6]2	c12c([c:1][c:2]cc1)[#8][#7][#6]=[#6]2	[#6]2(=[#6][#7][#8][c]1([c](#[#8])[c](#[#8])[c][c][c]12))
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	c12[c:1]([c:2]ccc1)[#8][#6][#7]=[#6]2	[#6]2(=[#7][#6][#8][c]1(#[#8])([c](#[#8])[c][c][c][c]12))
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	[c:2]12c(cccc1)[#8][#6][#7]=[#6:1]2	[#6]1(=[#7][#6][#8][c]2([c]1(#[#8])[c][c][c][c]2))#[#8]
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	[c:2]12c(ccc[c:1]1)[#8][#6][#7]=[#6]2	[#6]1(=[#7][#6][#8][c]2([c]1(#[#8])[c](#[#8])[c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	c12c(cc[c:1][c:2]1)[#8][#6][#7]=[#6]2	[#6]1(=[#7][#6][#8][c]2([c]1[c](#[#8])[c](#[#8])[c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	c12c(c[c:1][c:2]c1)[#8][#6][#7]=[#6]2	[#6]2(=[#7][#6][#8][c]1([c][c](#[#8])[c](#[#8])[c][c]12))
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	c12c([c:1][c:2]cc1)[#8][#6][#7]=[#6]2	[#6]2(=[#7][#6][#8][c]1([c](#[#8])[c](#[#8])[c][c][c]12))
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	c12c(cccc1)[#8][#6][#7:1]=[#6:2]2	[#6]1(=[#7]([#6][#8][c]2([c]1[c][c][c][c]2))#[#8])#[#8]
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	c12[c:1](cccc1)[#8:2][#6][#7]=[#6]2	[#6]1(=[#7][#6][#8](#[#8])[c]2(#[#8])([c]1[c][c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	c12c(cccc1)[#8][#6:1][#7:2]=[#6]2	[#6]1(=[#7]([#6](#[#8])[#8][c]2([c]1[c][c][c][c]2))#[#8])
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	c12c(cccc1)[#8:1][#6:2][#7]=[#6]2	[#6]1(=[#7][#6](#[#8])[#8](#[#8])[c]2([c]1[c][c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#7]=[#6]2	[c:1]12[c:2](cccc1)[#8][#6][#7]=[#6]2	[#6]1(=[#7][#6][#8][c]2(#[#8])([c]1(#[#8])[c][c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	c12c(cc[c:1][c:2]1)[#8][#6][#6]=[#7]2	[#6]2([#6]=[#7][c]1([c](#[#8])[c](#[#8])[c][c][c]1[#8]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	c12c(cccc1)[#8:1][#6:2][#6]=[#7]2	[#6]1([#6]=[#7][c]2([c]([#8]1#[#8])[c][c][c][c]2))#[#8]
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	c12c(cccc1)[#8][#6][#6:1]=[#7:2]2	[#6]1([#6](=[#7](#[#8])[c]2([c]([#8]1)[c][c][c][c]2))#[#8])
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	c12c(c[c:1][c:2]c1)[#8][#6][#6]=[#7]2	[#6]1([#6]=[#7][c]2([c]([#8]1)[c][c](#[#8])[c](#[#8])[c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	[c:2]12c(cccc1)[#8][#6][#6]=[#7:1]2	[#6]1([#6]=[#7](#[#8])[c]2(#[#8])([c]([#8]1)[c][c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	[c:1]12[c:2](cccc1)[#8][#6][#6]=[#7]2	[#6]1([#6]=[#7][c]2(#[#8])([c](#[#8])([#8]1)[c][c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	c12[c:1]([c:2]ccc1)[#8][#6][#6]=[#7]2	[#6]1([#6]=[#7][c]2([c](#[#8])([#8]1)[c](#[#8])[c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	c12c([c:1][c:2]cc1)[#8][#6][#6]=[#7]2	[#6]1([#6]=[#7][c]2([c]([#8]1)[c](#[#8])[c](#[#8])[c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	c12c(cccc1)[#8][#6:1][#6:2]=[#7]2	[#6]1([#6](=[#7][c]2([c]([#8]1)[c][c][c][c]2))#[#8])#[#8]
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	c12[c:1](cccc1)[#8:2][#6][#6]=[#7]2	[#6]1([#6]=[#7][c]2([c](#[#8])([#8]1#[#8])[c][c][c][c]2))
[c]12[c]([c][c][c][c]1)[#8][#6][#6]=[#7]2	[c:2]12c(ccc[c:1]1)[#8][#6][#6]=[#7]2	[#6]2([#6]=[#7][c]1(#[#8])([c](#[#8])[c][c][c][c]1[#8]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	[c:1]12[c:2]ccnc1cccc2	[n]1([c]2([c](#[#8])([c](#[#8])[c][c]1)[c][c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	c12cccnc1cc[c:1][c:2]2	[n]2([c]1([c]([c](#[#8])[c](#[#8])[c][c]1)[c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	c12cccn[c:1]1[c:2]ccc2	[n]2([c]1(#[#8])([c](#[#8])[c][c][c][c]1[c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	c12[c:1][c:2]cnc1cccc2	[n]1([c][c](#[#8])[c](#[#8])[c]2([c]1[c][c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	[c:1]12cccn[c:2]1cccc2	[n]1([c]2(#[#8])([c](#[#8])([c][c][c]1)[c][c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	c12c[c:1][c:2]nc1cccc2	[n]1([c](#[#8])[c](#[#8])[c][c]2([c]1[c][c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	c12cccnc1[c:1][c:2]cc2	[n]2([c]1([c](#[#8])[c](#[#8])[c][c][c]1[c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	c12ccc[n:2][c:1]1cccc2	[n]1(#[#8])([c]2(#[#8])([c]([c][c][c]1)[c][c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	[c:2]12cccnc1ccc[c:1]2	[n]2([c]1([c](#[#8])([c](#[#8])[c][c][c]1)[c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	c12cc[c:1][n:2]c1cccc2	[n]1(#[#8])([c](#[#8])[c][c][c]2([c]1[c][c][c][c]2))
[c]1([c][c][c][n]2)[c]2[c][c][c][c]1	c12cccnc1c[c:1][c:2]c2	[n]2([c]1([c][c](#[#8])[c](#[#8])[c][c]1[c][c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	c12ccncc1cc[c:1][c:2]2	[n]2([c][c]1([c]([c](#[#8])[c](#[#8])[c][c]1)[c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	c12ccnc[c:1]1[c:2]ccc2	[n]2([c][c]1(#[#8])([c](#[#8])[c][c][c][c]1[c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	c12cc[n:1][c:2]c1cccc2	[n]1(#[#8])([c](#[#8])[c]2([c]([c][c]1)[c][c][c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	c12c[c:1][n:2]cc1cccc2	[n]1(#[#8])([c](#[#8])[c][c]2([c]([c]1)[c][c][c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	[c:1]12[c:2]cncc1cccc2	[n]1([c][c](#[#8])[c]2(#[#8])([c]([c]1)[c][c][c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	[c:1]12ccnc[c:2]1cccc2	[n]1([c][c]2(#[#8])([c](#[#8])([c][c]1)[c][c][c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	c12ccncc1c[c:1][c:2]c2	[n]2([c][c]1([c][c](#[#8])[c](#[#8])[c][c]1[c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	c12ccn[c:2][c:1]1cccc2	[n]1([c](#[#8])[c]2(#[#8])([c]([c][c]1)[c][c][c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	c12ccncc1[c:1][c:2]cc2	[n]2([c][c]1([c](#[#8])[c](#[#8])[c][c][c]1[c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	[c:2]12ccncc1ccc[c:1]2	[n]2([c][c]1([c](#[#8])([c](#[#8])[c][c][c]1)[c][c]2))
[c]1([c][c][n][c]2)[c]2[c][c][c][c]1	c12[c:1][c:2]ncc1cccc2	[n]1([c](#[#8])[c](#[#8])[c]2([c]([c]1)[c][c][c][c]2))
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6]12=[#6][#6]=[#6][#6][#7:1]1[#6:2]=[#6][#6]=[#6]2	[#6]1(=[#6][#6]=[#6][#6]2(=[#6][#6]=[#6][#6][#7]12#[#8]))#[#8]
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6]12=[#6][#6]=[#6][#6][#7]1[#6]=[#6:1][#6:2]=[#6]2	[#6]1(=[#6]([#6](=[#6][#6]2(=[#6][#6]=[#6][#6][#7]12))#[#8])#[#8])
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6]12=[#6][#6]=[#6][#6][#7]1[#6]=[#6][#6:1]=[#6:2]2	[#6]1(=[#6][#6](=[#6]([#6]2(=[#6][#6]=[#6][#6][#7]12))#[#8])#[#8])
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6]12=[#6][#6]=[#6:1][#6:2][#7]1[#6]=[#6][#6]=[#6]2	[#6]1(=[#6][#6]=[#6][#6]2(=[#6][#6]=[#6]([#6]([#7]12)#[#8])#[#8]))
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6]12=[#6][#6]=[#6][#6][#7]1[#6:1]=[#6:2][#6]=[#6]2	[#6]1(=[#6]([#6]=[#6][#6]2(=[#6][#6]=[#6][#6][#7]12))#[#8])#[#8]
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6:2]12=[#6][#6]=[#6][#6][#7]1[#6]=[#6][#6]=[#6:1]2	[#6]1(=[#6][#6]=[#6]([#6]2(=[#6][#6]=[#6][#6][#7]12)#[#8])#[#8])
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6:1]12=[#6][#6]=[#6][#6][#7:2]1[#6]=[#6][#6]=[#6]2	[#6]1(=[#6][#6]=[#6][#6]2(=[#6][#6]=[#6][#6][#7]12#[#8])#[#8])
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6]12=[#6][#6:1]=[#6:2][#6][#7]1[#6]=[#6][#6]=[#6]2	[#6]1(=[#6][#6]=[#6][#6]2(=[#6][#6](=[#6]([#6][#7]12)#[#8])#[#8]))
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6]12=[#6][#6]=[#6][#6:2][#7:1]1[#6]=[#6][#6]=[#6]2	[#6]1(=[#6][#6]=[#6][#6]2(=[#6][#6]=[#6][#6]([#7]12#[#8])#[#8]))
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6]12=[#6:1][#6:2]=[#6][#6][#7]1[#6]=[#6][#6]=[#6]2	[#6]1(=[#6][#6]=[#6][#6]2(=[#6]([#6](=[#6][#6][#7]12)#[#8])#[#8]))
[#6]1(=[#6][#6]=[#6][#6]2)[#7]2[#6]=[#6][#6]=[#6]1	[#6:1]12=[#6:2][#6]=[#6][#6][#7]1[#6]=[#6][#6]=[#6]2	[#6]1(=[#6][#6]=[#6][#6]2(=[#6]([#6]=[#6][#6][#7]12)#[#8])#[#8])
